Probe	Chromosome	Start	End	Strand
Dnajc4	19	7062401	7067008	-
Nudt22	19	7067509	7070527	-
Trpt1	19	7070621	7073534	+
Fermt3	19	7073448	7093959	-
Stip1	19	7095186	7114516	-
Macrod1	19	7131258	7272551	+
Flrt1	19	7166504	7180219	-
Otub1	19	7272692	7280806	-
Cox8a	19	7289648	7292106	-
Naa40	19	7300158	7315712	-
Rcor2	19	7341815	7349715	+
Mark2	19	7349886	7416350	-
Gm17227	19	7372148	7379018	+
AI846148	19	7430954	7457516	-
2700081O15Rik	19	7492115	7500394	+
Rtn3	19	7500391	7557779	-
Atl3	19	7568530	7613098	+
Pla2g16	19	7631949	7663035	+
Lgals12	19	7671150	7681683	-
Hrasls5	19	7687031	7714132	+
Slc22a19	19	7747551	7785800	-
Slc22a26	19	7855531	7877157	-
Slc22a27	19	7938881	8040517	-
Slc22a28	19	8136699	8206472	-
Slc22a29	19	8234655	8337108	-
Slc22a30	19	8409861	8479601	-
Slc22a8	19	8665744	8686324	+
Slc22a6	19	8692486	8702789	+
Chrm1	19	8738495	8758077	+
Slc3a2	19	8781372	8797859	-
Snhg1	19	8797986	8800932	+
Wdr74	19	8810329	8815113	+
1700092M07Rik	19	8815208	8815715	+
Stx5a	19	8815914	8830131	+
Nxf1	19	8831593	8845399	+
Tmem223	19	8845486	8846965	+
Tmem179b	19	8847012	8848957	-
Taf6l	19	8848984	8858486	-
Polr2g	19	8867619	8873047	-
Zbtb3	19	8876986	8879344	+
Ttc9c	19	8883565	8893823	-
Hnrnpul2	19	8893891	8908632	+
Gng3	19	8911419	8913736	-
Bscl2	19	8911957	8923173	+
Lrrn4cl	19	8925275	8928399	+
Ubxn1	19	8946049	8950153	+
AI462493	19	8954506	8955423	-
1810009A15Rik	19	8963393	8965230	+
Ints5	19	8967477	8972380	+
Ganab	19	8972580	8991153	+
B3gat3	19	8994864	9001724	+
Rom1	19	9001872	9003846	-
Eml3	19	9004184	9016053	+
Mta2	19	9016365	9026793	+
Tut1	19	9028340	9040697	+
Eef1g	19	9041531	9052969	+
Ahnak	19	9063750	9151409	+
Scgb1a1	19	9158126	9162448	-
Asrgl1	19	9184358	9210126	-
Gm9750	19	9209647	9353665	+
Stxbp3b	19	9632096	9633738	-
Incenp	19	9946787	9974023	-
Fth1	19	10057193	10059582	+
Best1	19	10059664	10076123	-
Rab3il1	19	10076159	10112870	+
Fads3	19	10116038	10134161	+
Fads2	19	10138654	10175993	-
Fads1	19	10257378	10271360	+
Gm10143	19	10272858	10276874	+
Fen1	19	10273622	10278659	-
1810006K21Rik	19	10278504	10282314	+
Gm98	19	10282762	10315238	-
Dagla	19	10319755	10379367	-
Syt7	19	10463580	10527671	+
Gm17289	19	10463620	10466225	-
Lrrc10b	19	10530579	10531937	-
4930579J09Rik	19	10548747	10557387	-
Sdhaf2	19	10575003	10599699	-
Cpsf7	19	10599734	10622225	+
Tmem216	19	10608355	10630728	-
Tmem138	19	10644968	10651852	-
Cybasc3	19	10651944	10669758	+
Dak	19	10662281	10679922	-
Ddb1	19	10680058	10704306	+
Vwce	19	10708723	10739700	+
Pga5	19	10743447	10752561	-
Vps37c	19	10763305	10788909	+
Cd5	19	10792633	10813464	-
A430093F15Rik	19	10815437	10860533	+
Cd6	19	10863831	10904548	-
Slc15a3	19	10914217	10933852	+
Tmem132a	19	10932312	10944430	-
Tmem109	19	10945150	10956491	-
Prpf19	19	10969733	10980019	+
Zp1	19	10988777	10995122	-
Gpr44	19	11011650	11017001	+
Ccdc86	19	11015971	11023756	-
Ms4a10	19	11036787	11049160	-
Ms4a15	19	11052797	11067740	-
AW112010	19	11122103	11125056	-
Ms4a8a	19	11141962	11155593	-
Gm336	19	11165998	11166567	-
1700017D01Rik	19	11171306	11205368	-
1700025F22Rik	19	11214154	11239810	-
Ms4a13	19	11243908	11271213	-
4930526L06Rik	19	11271307	11374376	+
Ms4a12	19	11289506	11305033	-
Ms4a1	19	11324654	11340669	-
Ms4a5	19	11348356	11358303	-
Ms4a14	19	11375984	11388823	-
Ms4a7	19	11395529	11410636	-
Ms4a4c	19	11479260	11501736	+
Ms4a4b	19	11518043	11538039	+
Ms4a6c	19	11543858	11556687	+
Gm8369	19	11566528	11587067	+
Ms4a6b	19	11591002	11605746	+
Ms4a4d	19	11611291	11632957	+
Gm10212	19	11643937	11647604	+
Ms4a6d	19	11661094	11679339	-
Ms4a2	19	11690013	11698209	-
Ms4a3	19	11703987	11715341	-
Plac1l	19	11721769	11735049	-
Oosp1	19	11741950	11765640	-
Gm97	19	11771545	11786364	+
Gif	19	11822044	11837937	+
Mrpl16	19	11844881	11849434	+
Stx3	19	11849609	11893893	-
Olfr1417	19	11902567	11903514	-
Olfr1418	19	11929420	11930491	-
Olfr1419	19	11944636	11945795	-
Olfr1420	19	11970489	11971540	+
Patl1	19	11986889	12019586	+
Osbp	19	12040334	12068595	+
Olfr1423	19	12110298	12111230	-
Olfr1424	19	12133299	12134240	-
Olfr1425	19	12148185	12149123	-
Olfr1426	19	12162102	12166337	-
Olfr1427	19	12173192	12174129	-
Olfr1428	19	12183090	12184034	-
Olfr76	19	12194143	12195190	-
Olfr1431	19	12284058	12284996	+
Olfr1432	19	12303105	12304034	-
Olfr262	19	12315211	12316149	-
Olfr235	19	12342653	12343731	+
Olfr1433	19	12357475	12358547	+
Olfr1436	19	12372673	12373620	-
Olfr1437	19	12396377	12397315	-
Olfr1438-ps1	19	12407385	12408344	-
Olfr1440	19	12468755	12469702	+
Olfr1441	19	12496755	12497842	+
Pfpl	19	12502395	12506600	+
Mpeg1	19	12535269	12539774	+
Dtx4	19	12540831	12576486	-
Fam111a	19	12620230	12664258	+
A330040F15Rik	19	12660358	12671056	-
Gm4952	19	12674506	12702106	+
Glyat	19	12707798	12728401	+
Olfr1442	19	12748669	12749733	+
Olfr1443	19	12752656	12758333	+
Keg1	19	12770276	12794392	+
Gm15962	19	12780545	12795737	-
Cntf	19	12838150	12840122	-
Zfp91	19	12838150	12870616	-
Lpxn	19	12873096	12908297	+
Gm5244	19	12921263	12921763	+
Olfr1444	19	12936232	12937261	+
Olfr1445	19	12958345	12959345	+
Olfr1446	19	12964105	12965148	-
Olfr1447	19	12975249	12976351	-
Olfr1448	19	12993853	12994797	-
Olfr1449	19	13009227	13010174	+
Olfr1450	19	13028081	13029139	+
Olfr1451	19	13073478	13074410	+
Olfr1453	19	13101894	13102817	-
Olfr1454	19	13137903	13138826	+
Olfr1456-ps1	19	13153311	13153825	-
Olfr1457	19	13169183	13170136	-
Olfr1458	19	13176869	13177774	-
Olfr1459	19	13220133	13221233	-
Olfr1461	19	13239506	13240444	+
Olfr1462	19	13265159	13266082	+
Olfr1463	19	13308742	13309674	+
Olfr1465	19	13387850	13388773	-
Olfr1466	19	13416250	13417182	+
Olfr1467	19	13439120	13440046	+
Olfr1469	19	13485061	13485990	+
Olfr1471	19	13519504	13520448	+
Olfr1472	19	13528061	13529005	-
Olfr1474	19	13545462	13546406	+
Olfr1475	19	13553742	13554686	-
Olfr1477	19	13575036	13577782	+
Olfr1480	19	13604165	13605112	+
Olfr1484	19	13659796	13660743	+
Olfr1487	19	13693654	13694601	+
Olfr1489	19	13707603	13708544	+
Olfr1490	19	13728936	13729886	+
Olfr1491	19	13779319	13780278	+
Olfr1494	19	13823598	13824545	+
Olfr1495	19	13842797	13843885	+
Olfr1496	19	13855038	13856104	+
Olfr1497	19	13869155	13870099	-
Olfr1499	19	13889097	13890148	-
Olfr1500	19	13901925	13902949	-
Olfr1501	19	13912714	13913661	-
Olfr1502	19	13936285	13937235	+
Olfr1504	19	13961711	13962795	-
Olfr1505	19	13993432	13994534	+
Tle4	19	14522562	14672473	-
Psat1	19	15979168	16021827	-
Cep78	19	16030264	16059479	-
C130060C02Rik	19	16059580	16085402	+
Rpl37-ps1	19	16099941	16100210	+
Gnaq	19	16207321	16461953	+
Gna14	19	16510157	16685308	+
Vps13a	19	16691253	16855417	-
Foxb2	19	16946844	16948130	-
Prune2	19	17030608	17298422	+
Gcnt1	19	17400631	17431157	-
Rfk	19	17468533	17475839	+
Pcsk5	19	17507883	17912122	-
Ostf1	19	18653818	18706279	-
BC016495	19	18706440	18726684	+
2410127L17Rik	19	18745270	18779278	+
D030056L22Rik	19	18787683	18792918	+
Trpm6	19	18824473	18967000	+
Rorb	19	19005095	19185686	-
Anxa1	19	20447918	20465434	-
Aldh1a1	19	20676451	20717952	+
Aldh1a7	19	20767443	20802052	-
Tmc1	19	20857948	21028692	-
Zfand5	19	21346768	21356779	+
Gda	19	21465797	21547935	-
Gm3443	19	21630164	21632339	+
1110059E24Rik	19	21671803	21727281	-
Fam108b	19	21727799	21760127	+
Tmem2	19	21852832	21932817	+
Trpm3	19	22213609	23064374	+
C330002G04Rik	19	23111880	23150343	-
2410080I02Rik	19	23209390	23210207	+
Klf9	19	23215716	23241401	+
Smc5	19	23283224	23348367	-
Mamdc2	19	23377099	23522812	-
1700028P14Rik	19	23633250	23727302	-
Gm9493	19	23694232	23694810	+
Ptar1	19	23761890	23795619	+
Gm9938	19	23797769	23799524	+
Apba1	19	23833366	24024087	+
Fam189a2	19	24047241	24105509	-
Tjp2	19	24169013	24299444	-
Fxn	19	24335943	24355095	-
Pip5k1b	19	24369284	24630362	-
4930418C01Rik	19	24490499	24504819	+
Fam122a	19	24550992	24551846	-
E030010A14Rik	19	24748498	24754151	+
Pgm5	19	24757506	24936345	-
Gm10053	19	24950227	24950702	+
Foxd4	19	24973455	24975799	-
Cbwd1	19	24994917	25036048	-
Dock8	19	25074019	25276922	+
Kank1	19	25311465	25508987	+
Dmrt1	19	25580108	25678819	+
Dmrt3	19	25685027	25698410	+
Dmrt2	19	25746907	25753500	+
Smarca2	19	26679650	26852811	+
Gm815	19	26960415	26963129	+
Vldlr	19	27290974	27328721	+
Kcnv2	19	27397078	27411669	+
D19Bwg1357e	19	27463192	27504310	-
Rfx3	19	27836211	28085656	-
RP24-92P15.1	19	28068687	28070183	+
Glis3	19	28333341	28754567	-
4933413C19Rik	19	28655023	28657784	-
D930032P07Rik	19	28752714	28794517	+
Gm5623	19	28816649	28817041	-
Gm6788	19	28837651	28837920	-
Slc1a1	19	28909539	28988450	+
4430402I18Rik	19	28975758	29042290	-
Ppapdc2	19	29038410	29041288	+
Cdc37l1	19	29064857	29099323	+
Gm10136	19	29077895	29078332	-
Ak3	19	29095323	29122451	-
Rcl1	19	29175865	29218333	+
Jak2	19	29326318	29387570	+
Insl6	19	29395837	29399846	-
Rln1	19	29406245	29409160	-
5033414D02Rik	19	29423089	29441880	-
Cd274	19	29441945	29462585	+
Pdcd1lg2	19	29485409	29545647	+
A930007I19Rik	19	29560845	29597649	-
C030046E11Rik	19	29596772	29681319	+
Ermp1	19	29682704	29722905	-
Mlana	19	29772411	29782938	+
9930021J03Rik	19	29789805	29792027	-
9930021J03Rik	19	29828220	29879819	-
Ranbp6	19	29882598	29887464	-
Il33	19	29999604	30035194	+
Trpd52l3	19	30078280	30080510	+
Uhrf2	19	30105003	30168212	+
Gldc	19	30172939	30249908	-
Gm6635	19	30235110	30235487	+
Mbl2	19	30307418	30314175	+
Dkk1	19	30620353	30624155	-
Prkg1	19	30643728	31839312	-
Cstf2t	19	31157331	31161080	+
A1cf	19	31943251	32023896	+
Asah2	19	32059144	32135959	-
Sgms1	19	32197217	32464204	-
2700046G09Rik	19	32463706	32465674	+
Rpl9-ps6	19	32540375	32541047	-
Minpp1	19	32560259	32589860	+
Papss2	19	32694495	32741677	+
Atad1	19	32747050	32786812	-
Pten	19	32831987	32900650	+
Rnls	19	33212237	33466785	-
Gm7237	19	33483621	33495132	-
Gm8975	19	33534099	33547681	-
Lipo4	19	33572527	33592270	-
Lipo1	19	33592230	33836441	-
Gm8978	19	33687197	33699742	-
Lipo2	19	33794164	33836439	-
Gm5097	19	33850011	33861952	-
Gm5519	19	33897398	33899561	+
Lipf	19	34035677	34051300	+
Lipk	19	34082780	34122287	+
Lipn	19	34141848	34159408	+
Lipm	19	34175433	34197177	+
Ankrd22	19	34197039	34240543	-
Stambpl1	19	34266719	34314823	+
Acta2	19	34315580	34329826	-
Fas	19	34365149	34402260	+
Ch25h	19	34548276	34549625	-
Gm16704	19	34549298	34556036	+
Lipa	19	34566808	34601964	-
Ifit2	19	34625184	34650909	+
Ifit3	19	34658021	34663221	+
Gm14446	19	34667378	34676458	-
I830012O16Rik	19	34682421	34687891	+
2010002M12Rik	19	34691539	34715233	-
Ifit1	19	34715361	34724499	+
Slc16a12	19	34742893	34821779	-
Pank1	19	34885384	34953945	-
Kif20b	19	34996848	35050221	+
Htr7	19	36033224	36131997	-
Rpp30	19	36158206	36179262	+
Ankrd1	19	36186455	36194334	-
Pcgf5	19	36453557	36530682	+
Hectd2	19	36629129	36695625	+
1500017E21Rik	19	36688542	36780131	-
Ppp1r3c	19	36806227	36811143	-
Tnks2	19	36908722	36967967	+
Fgfbp3	19	36992040	36994105	-
Btaf1	19	37000569	37088547	+
Cpeb3	19	37095781	37283091	-
A330032B11Rik	19	37248333	37271031	+
Mar-05	19	37282033	37296629	+
Ide	19	37343233	37412342	-
Kif11	19	37450893	37496349	+
Hhex	19	37507377	37515218	+
Exoc6	19	37624908	37757735	+
Cyp26c1	19	37760071	37767888	+
Cyp26a1	19	37772298	37776018	+
Myof	19	37973526	38118067	-
I830134H01Rik	19	38126374	38129018	-
Cep55	19	38129515	38148915	+
O3far1	19	38171569	38188753	+
Rbp4	19	38191110	38199811	-
Pde6c	19	38207271	38258437	+
5730455O13Rik	19	38262971	38298628	-
Lgi1	19	38339272	38383429	+
Tmem20	19	38470470	38480097	+
Plce1	19	38598687	38859588	+
Noc3l	19	38862618	38893727	-
Tbc1d12	19	38911069	38994413	+
Hells	19	39005405	39045541	+
Cyp2c55	19	39081509	39117183	+
Cyp2c65	19	39135505	39168434	+
Cyp2c66	19	39188388	39261562	+
Cyp2c29	19	39315441	39405189	+
Cyp2c38	19	39464046	39537565	-
Cyp2c39	19	39585352	39643019	+
Cyp2c67	19	39683332	39723541	-
Cyp2c68	19	39763324	39815544	-
Cyp2c40	19	39841561	39887304	-
Cyp2c69	19	39917150	39961259	-
Cyp2c37	19	40066909	40086738	+
Cyp2c54	19	40112431	40148301	-
Cyp2c50	19	40164178	40188440	+
Cyp2c70	19	40227843	40261823	-
Pdlim1	19	40296731	40346106	-
Sorbs1	19	40369539	40588269	-
Aldh18a1	19	40624747	40662953	-
Gm16765	19	40663925	40669352	+
Tctn3	19	40670936	40686723	-
Entpd1	19	40686856	40816092	+
Ccnj	19	40905769	40923062	+
E030007J07Rik	19	40942876	40948561	+
Zfp518a	19	40985983	40992437	+
Blnk	19	41003417	41069025	-
Dntt	19	41103765	41134013	+
Opalin	19	41136964	41151603	-
Tll2	19	41158471	41281264	-
Tm9sf3	19	41285332	41338494	-
Pik3ap1	19	41346863	41459586	-
Lcor	19	41557127	41636736	+
Gm340	19	41656860	41661026	+
AI606181	19	41667853	41670648	+
Slit1	19	41674747	41818155	-
Arhgap19	19	41841081	41876574	-
Frat2	19	41920468	41922622	-
Rrp12	19	41937342	41970643	-
Pgam1	19	41986361	41993154	+
Exosc1	19	41997470	42007804	-
Zdhhc16	19	42007962	42018585	+
Mms19	19	42015576	42055647	-
Ubtd1	19	42056253	42109131	+
Ankrd2	19	42110528	42119600	+
Hoga1	19	42120100	42145443	+
4933411K16Rik	19	42126738	42128117	+
Morn4	19	42149429	42160860	-
Pi4k2a	19	42164925	42196708	+
Avpi1	19	42197763	42203549	-
Marveld1	19	42221890	42226185	+
Zfyve27	19	42238441	42269080	+
Sfrp5	19	42272461	42276742	-
Golga7b	19	42322064	42344838	+
Crtac1	19	42357527	42506273	-
D19Ertd386e	19	42593249	42666833	+
Gm16541	19	42611340	42637598	-
Loxl4	19	42668472	42687303	-
Pyroxd2	19	42800348	42827265	-
Hps1	19	42829595	42854468	-
Gm16244	19	42853522	42855944	+
Hpse2	19	42863437	43462801	-
Cnnm1	19	43514926	43571702	+
Got1	19	43574242	43599095	-
Gm20467	19	43683567	43685115	-
Nkx2-3	19	43686815	43690381	+
Slc25a28	19	43738312	43749371	-
Entpd7	19	43764162	43808187	+
Cox15	19	43807744	43827490	-
Cutc	19	43827486	43843128	+
Abcc2	19	43856682	43912441	+
Gm10768	19	43913293	43915218	+
Dnmbp	19	43922457	43986882	-
Cpn1	19	44030797	44061046	-
Cyp2c44	19	44079512	44103737	-
Erlin1	19	44109434	44144275	-
Chuk	19	44147824	44181970	-
Cwf19l1	19	44183134	44210366	-
Bloc1s2	19	44213756	44220936	-
Pkd2l1	19	44222127	44266932	-
Scd3	19	44277759	44318506	+
Scd2	19	44368166	44381354	+
Scd4	19	44407582	44421233	+
Scd1	19	44468941	44482199	-
Wnt8b	19	44567962	44588763	+
Sec31b	19	44591447	44620354	-
Ndufb8	19	44618212	44629930	-
Hif1an	19	44637340	44650764	+
Gm17704	19	44766857	44769765	-
Pax2	19	44830539	44912758	+
Gm20395	19	44848252	44859002	-
1700039E22Rik	19	44902983	44910428	-
Fam178a	19	45005609	45058277	+
Sema4g	19	45063591	45077887	+
Mrpl43	19	45079504	45080932	-
Peo1	19	45080563	45087252	+
Lzts2	19	45089666	45101594	+
Pdzd7	19	45101396	45121104	-
Sfxn3	19	45122091	45130873	+
Kazald1	19	45149731	45153779	+
Tlx1	19	45223726	45231433	+
Gm20424	19	45228547	45233794	-
Lbx1	19	45307178	45310301	-
Btrc	19	45438224	45607831	+
Gm6807	19	45524798	45525685	-
Poll	19	45626765	45635021	-
Dpcd	19	45635105	45652769	+
Fbxw4	19	45652744	45734802	-
Gm17018	19	45652767	45654253	+
Fgf8	19	45811288	45817405	-
Npm3	19	45822224	45824081	-
Gm15491	19	45823998	45826800	+
Mgea5	19	45824751	45858236	-
Kcnip2	19	45866329	45890551	-
9130011E15Rik	19	45892634	46072978	-
4930505N22Rik	19	46072627	46087876	+
Hps6	19	46077968	46080663	+
Ldb1	19	46107083	46119704	-
Pprc1	19	46119376	46147405	+
Nolc1	19	46150353	46160018	+
Elovl3	19	46206387	46210184	+
Pitx3	19	46210175	46222865	-
Gbf1	19	46227048	46360999	+
Gm16726	19	46339029	46342159	-
Nfkb2	19	46379227	46386580	+
Psd	19	46386577	46401646	-
Fbxl15	19	46402674	46404936	+
Cuedc2	19	46404302	46413150	-
Gm17393	19	46409777	46413028	+
Tmem180	19	46415611	46449742	+
Actr1a	19	46451304	46470225	-
Sufu	19	46471386	46563294	+
Trim8	19	46576138	46590934	+
Arl3	19	46605599	46647575	-
Sfxn2	19	46647855	46671388	+
D19Wsu162e	19	46673566	46731877	+
Cyp17a1	19	46741655	46747464	-
2010012O05Rik	19	46764396	46777872	+
As3mt	19	46781933	46815585	+
Cnnm2	19	46836086	46953285	+
Nt5c2	19	46961321	47089643	-
Ina	19	47089188	47099817	+
Pcgf6	19	47108109	47125380	-
Taf5	19	47142238	47157969	+
Usmg5	19	47157961	47165115	-
Pdcd11	19	47165256	47205633	+
Calhm2	19	47179843	47212784	-
Calhm1	19	47215525	47218664	-
Gm6970	19	47244959	47245624	-
Neurl1a	19	47253310	47333930	+
Sh3pxd2a	19	47334664	47538901	-
Obfc1	19	47575528	47611528	-
Slk	19	47654168	47719736	+
Gm16068	19	47680634	47691596	-
Col17a1	19	47720834	47766584	-
Sfr1	19	47806246	47810078	+
Wdr96	19	47812051	47993777	-
Gsto1	19	47929460	47939280	+
Gsto2	19	47940035	47960814	+
Itprip	19	47969088	47993789	-
Ccdc147	19	48012202	48109869	+
Sorcs3	19	48280515	48879995	+
Rpl13a-ps1	19	50104614	50105225	-
Sorcs1	19	50218430	50753102	-
Gm16745	19	50751896	50853152	+
Ins1	19	52338813	52339946	+
Xpnpep1	19	53017907	53113123	-
Add3	19	53214935	53321889	+
Mxi1	19	53384996	53450300	+
Gm10197	19	53446056	53446256	-
Smndc1	19	53453704	53465063	-
5830416P10Rik	19	53515702	53539286	-
4833407H14Rik	19	53535121	53537213	+
Dusp5	19	53603599	53616921	+
Nutf2-ps1	19	53662694	53663558	-
Smc3	19	53674886	53720323	+
Rbm20	19	53751796	53941570	+
Gm16299	19	53893844	53899618	-
Pdcd4	19	53966721	54004351	+
Bbip1	19	54003757	54019117	-
Shoc2	19	54018796	54107758	+
Adra2a	19	54119672	54123472	+
Gpam	19	55142142	55201824	-
Tectb	19	55255223	55270803	+
Gucy2g	19	55272787	55315726	-
Acsl5	19	55327859	55371117	+
Zdhhc6	19	55364080	55390522	-
Vti1a	19	55390817	55701797	+
4930552P12Rik	19	55715079	55776694	-
Tcf7l2	19	55816300	56008144	+
Habp2	19	56361627	56395312	+
Nrap	19	56394525	56464527	-
Gm17197	19	56438752	56440731	+
Casp7	19	56471619	56516834	+
9930023K05Rik	19	56536127	56561219	+
Dclre1a	19	56603649	56622516	-
Nhlrc2	19	56622751	56673336	+
Adrb1	19	56796862	56799352	+
Gm6990	19	56829489	56829836	-
A630007B06Rik	19	56861971	56896680	-
Tdrd1	19	56900699	56944502	+
Vwa2	19	56948739	56986568	+
Afap1l2	19	56986850	57082718	-
Ablim1	19	57107223	57389409	-
B230217O12Rik	19	57397875	57435265	-
Fam160b1	19	57435499	57464084	+
Trub1	19	57527396	57565495	+
Gm17458	19	57534062	57536043	-
Atrnl1	19	57685524	58207828	+
Gm16277	19	58278629	58310537	+
Gfra1	19	58310094	58530399	-
1700011F14Rik	19	58586492	58627575	+
Pnlip	19	58744855	58756276	+
Pnliprp1	19	58803377	58818659	+
Pnliprp2	19	58834213	58852023	+
1700019N19Rik	19	58860293	58868951	-
Hspa12a	19	58870241	58935474	-
Eno4	19	59017915	59045909	+
4930506M07Rik	19	59047848	59150559	-
Vax1	19	59240677	59245626	-
Kcnk18	19	59294138	59311860	+
Slc18a2	19	59335368	59370502	+
Pdzd8	19	59370574	59420270	-
Rps12-ps3	19	59396806	59397274	+
Emx2os	19	59499594	59533125	-
Emx2	19	59533180	59539847	+
Gm17203	19	59972144	59976965	-
Rab11fip2	19	59978787	60019557	-
Gm4219	19	60019625	60024301	+
E330013P04Rik	19	60220592	60238163	+
D19Ertd737e	19	60274489	60302600	-
Prlhr	19	60542636	60544207	-
2700078E11Rik	19	60600599	60656926	-
Nanos1	19	60831890	60835816	+
Eif3a	19	60837019	60866596	-
Fam45a	19	60887488	60912130	+
Sfxn4	19	60913180	60937382	-
Prdx3	19	60939954	60950459	-
Grk5	19	60965652	61168456	+
5830428H23Rik	19	61129743	61216743	-
Zfp950	19	61192870	61195084	-
Gm6020	19	61259793	61259858	+
Csf2ra	19	61300305	61304321	-
mt-Nd1	MT	2751	3707	+
mt-Nd2	MT	3914	4951	+
mt-Co1	MT	5328	6872	+
mt-Co2	MT	7013	7696	+
mt-Atp8	MT	7766	7969	+
mt-Atp6	MT	7927	8607	+
mt-Co3	MT	8607	9390	+
mt-Nd3	MT	9459	9806	+
mt-Nd4l	MT	9877	10173	+
mt-Nd4	MT	10167	11544	+
mt-Nd5	MT	11742	13565	+
mt-Nd6	MT	13552	14070	-
mt-Cytb	MT	14145	15288	+
Gm14346	X	3241670	3243629	-
Gm14345	X	3410668	3412627	+
Gm14351	X	3461361	3463320	-
Gm3701	X	3665478	3667437	-
Gm3706	X	3748109	3750051	+
Gm14347	X	3907011	3908970	+
Gm10922	X	3993614	3995573	-
Gm10921	X	4074964	4076923	+
Gm3750	X	4446527	4448017	+
Gm3763	X	4598166	4600125	+
Mycs	X	5044022	5046383	-
Gm14374	X	5246185	5248144	+
Nudt11	X	5624571	5632228	+
AU022751	X	5658337	5660537	-
Nudt10	X	5745814	5750133	-
Bmp15	X	5891225	5897839	-
Shroom4	X	5976972	6214566	+
Dgkk	X	6356432	6525489	+
Ccnb3	X	6556778	6618745	-
Akap4	X	6644645	6655735	+
Clcn5	X	6730936	6896484	-
Usp27x	X	6948402	6952956	-
Gm14379	X	6953051	6955168	+
2010204K13Rik	X	6988943	7022269	-
Ppp1r3f	X	7134422	7182507	-
4930524L23Rik	X	7150726	7158141	+
Foxp3	X	7156802	7172369	+
Ccdc22	X	7170935	7182643	-
Cacna1f	X	7184209	7212322	+
Syp	X	7215597	7230382	+
Gm14703	X	7228232	7234384	-
Prickle3	X	7234386	7245312	+
Plp2	X	7245067	7248516	-
Magix	X	7250290	7258377	-
Gpkow	X	7274257	7287388	+
Gm14720	X	7291459	7299226	+
Wdr45	X	7299099	7305327	+
Praf2	X	7305565	7308190	+
Ccdc120	X	7308840	7328031	-
Tcfe3	X	7339686	7352328	+
Gripap1	X	7366891	7397693	+
Kcnd1	X	7399415	7415406	+
Otud5	X	7418490	7453752	+
Pim2	X	7455388	7460558	+
Slc35a2	X	7461167	7471618	+
Pqbp1	X	7471645	7476395	-
Timm17b	X	7476483	7485477	+
Gm10491	X	7484819	7484961	-
Gm10490	X	7486668	7487053	+
Pcsk1n	X	7496948	7501536	+
Eras	X	7501402	7505733	-
Hdac6	X	7507246	7525015	-
Gata1	X	7536386	7555197	-
Glod5	X	7581326	7595618	-
Gm14820	X	7626298	7651745	+
Suv39h1	X	7638297	7651886	-
Was	X	7658579	7667624	-
Gm6787	X	7674213	7683827	+
Wdr13	X	7700427	7710018	-
Rbm3	X	7716101	7723006	-
2900002K06Rik	X	7722555	7725090	+
Tbc1d25	X	7731598	7753307	-
Ebp	X	7762455	7770638	-
Porcn	X	7770974	7783651	-
Ftsj1	X	7815794	7829532	-
Slc38a5	X	7848259	7857305	+
Ssxb10	X	7904550	7913363	+
Ssxb9	X	7944104	7952516	+
Ssxb1	X	7990431	7999283	+
Ssxb2	X	8031471	8038852	-
Ssxb6	X	8031471	8125382	-
Gm14459	X	8091178	8102080	-
Ssxb3	X	8160530	8168942	-
Ssxb8	X	8262457	8270574	-
Ssx9	X	8325558	8331713	+
