gene	sample	expression
CDCA5	Tumor_42	1.178592958
KRT16	Tumor_42	2.987051113
KRT5	Tumor_42	3.834874545
PERP	Tumor_42	3.381445126
NTS	Tumor_42	4.77332571
HPGD	Tumor_42	0.429409136
MFAP4	Tumor_42	-1.641748527
SLC2A1	Tumor_43	3.39668571233333
NBPF14	Tumor_43	1.342761598
SPRR2C	Tumor_43	3.967055651
TSHZ2	Tumor_43	-3.166485917
ALDH3A1	Tumor_43	-3.288463917
PEBP4	Tumor_43	-3.002421849
AKR1C3	Tumor_43	-1.229254758
FMO2	Tumor_43	-1.682599891
PVRL4	Tumor_43	3.3509726
FAM75A1	Tumor_43	-1.82947375
C1orf187	Tumor_43	-0.47040731
COL1A1	Tumor_43	0.851511139
HBE1	Tumor_43	-1.948954655
TP63	Tumor_43	4.881355504
SFTPC	Tumor_43	-2.970402069
BBC3	Tumor_43	0.217591435
ALDH3B2	Tumor_43	0.26244687
SPRR3	Tumor_43	4.31480366
S1PR1	Tumor_43	-1.648048458
KRT17	Tumor_43	3.845710125
ADRB1	Tumor_43	-0.73438705
KRT14	Tumor_43	5.087462841
SPRR2G	Tumor_43	3.380509816
LYPD3	Tumor_43	2.686333373
AKR1C2	Tumor_43	-0.708378713333333
IGSF10	Tumor_43	-0.994763352
PVRL1	Tumor_43	3.593954629
SPRR1B	Tumor_43	3.725064901
WDR72	Tumor_43	1.821488327
FABP4	Tumor_43	-0.607478006
LOC100132639	Tumor_43	1.770887981
SERPINB3	Tumor_43	5.279748279
FGF11	Tumor_43	2.15493139
KRT13	Tumor_43	3.3379126915
LOC729070	Tumor_43	-1.669458775
TTK	Tumor_43	0.54903508
GJB2	Tumor_43	5.688522184
CLCA2	Tumor_43	3.878122437
PI4KAP1	Tumor_43	-2.478047297
PFN2	Tumor_43	0.0053582050000000004
SFTPH	Tumor_43	0.559044144
EPAS1	Tumor_43	-2.055053571
AGER	Tumor_43	-1.858877977
LOC346085	Tumor_43	1.169335143
SFN	Tumor_43	3.189033824
DSG3	Tumor_43	3.7946543055
AQP4	Tumor_43	-0.7359820175
KRT15	Tumor_43	2.602638476
MMP12	Tumor_43	1.708573994
CTHRC1	Tumor_43	-0.414553292
ADH1B	Tumor_43	-1.416975304
PI3	Tumor_43	1.861802706
CDH5	Tumor_43	-1.391868335
SPRR1A	Tumor_43	3.794456356
AKR1B10	Tumor_43	0.857287897
PTPRZ1	Tumor_43	1.064504399
TENC1	Tumor_43	-1.270089163
MMP10	Tumor_43	2.187958924
ADH1C	Tumor_43	-1.138879813
COL3A1	Tumor_43	-0.976153258
SCGB1A1	Tumor_43	-1.798878655
FHL1	Tumor_43	-1.564518398
SPP1	Tumor_43	-1.267060574
LAD1	Tumor_43	3.319503212
CLDN18	Tumor_43	-2.644490202
CDCA5	Tumor_43	0.03446263
KRT16	Tumor_43	5.378706368
KRT5	Tumor_43	5.371150679
PERP	Tumor_43	3.023280824
NTS	Tumor_43	0.193899777
HPGD	Tumor_43	0.186184415
MFAP4	Tumor_43	-3.911551973
SLC2A1	Tumor_44	2.96194198233333
NBPF14	Tumor_44	2.42227862
SPRR2C	Tumor_44	2.639619197
TSHZ2	Tumor_44	-3.749728104
ALDH3A1	Tumor_44	-3.32551454
PEBP4	Tumor_44	-2.66196557
AKR1C3	Tumor_44	-1.960329173
FMO2	Tumor_44	-0.434677925
PVRL4	Tumor_44	2.352540725
FAM75A1	Tumor_44	0.131732128
C1orf187	Tumor_44	1.590617918
COL1A1	Tumor_44	2.372404902
HBE1	Tumor_44	-2.671336926
TP63	Tumor_44	5.311586151
SFTPC	Tumor_44	-3.148348508
BBC3	Tumor_44	2.566700294
ALDH3B2	Tumor_44	2.803515412
SPRR3	Tumor_44	3.623196719
S1PR1	Tumor_44	-1.457810552
KRT17	Tumor_44	3.613670314
ADRB1	Tumor_44	-0.174424388
KRT14	Tumor_44	4.673212435
SPRR2G	Tumor_44	2.433279331
LYPD3	Tumor_44	1.125043403
AKR1C2	Tumor_44	-0.862366196666667
IGSF10	Tumor_44	-1.230612928
PVRL1	Tumor_44	2.277564828
SPRR1B	Tumor_44	2.6334430435
WDR72	Tumor_44	1.476778145
FABP4	Tumor_44	-1.419438588
LOC100132639	Tumor_44	2.420084834
SERPINB3	Tumor_44	2.818091307
FGF11	Tumor_44	1.98125893
KRT13	Tumor_44	2.4380880845
LOC729070	Tumor_44	-1.559316994
TTK	Tumor_44	0.703459263
GJB2	Tumor_44	4.485322098
CLCA2	Tumor_44	3.058014622
PI4KAP1	Tumor_44	-2.367407613
PFN2	Tumor_44	0.497485644
SFTPH	Tumor_44	-1.623009405
EPAS1	Tumor_44	-1.746743501
AGER	Tumor_44	-1.942264926
LOC346085	Tumor_44	2.603209643
SFN	Tumor_44	1.845376206
DSG3	Tumor_44	3.1881984945
AQP4	Tumor_44	-0.531420333
KRT15	Tumor_44	2.824899827
MMP12	Tumor_44	3.773884175
CTHRC1	Tumor_44	1.967236935
ADH1B	Tumor_44	-1.778532087
PI3	Tumor_44	-0.669458775
CDH5	Tumor_44	-1.28244389
SPRR1A	Tumor_44	2.295798363
AKR1B10	Tumor_44	-2.229804812
PTPRZ1	Tumor_44	3.080993883
TENC1	Tumor_44	-1.064560886
MMP10	Tumor_44	1.83824893
ADH1C	Tumor_44	-1.235090048
COL3A1	Tumor_44	0.926386771
SCGB1A1	Tumor_44	-2.407549328
FHL1	Tumor_44	-0.754532552
SPP1	Tumor_44	2.088204905
LAD1	Tumor_44	2.980723501
CLDN18	Tumor_44	-3.222392421
CDCA5	Tumor_44	0.005002415
KRT16	Tumor_44	2.579698252
KRT5	Tumor_44	4.777221359
PERP	Tumor_44	3.363711001
NTS	Tumor_44	4.017622891
HPGD	Tumor_44	-0.822948712
MFAP4	Tumor_44	-0.702966084
SLC2A1	Tumor_45	2.72085341
NBPF14	Tumor_45	2.822657665
SPRR2C	Tumor_45	3.925705081
TSHZ2	Tumor_45	-2.989983563
ALDH3A1	Tumor_45	0.6571289385
PEBP4	Tumor_45	-1.46920122
AKR1C3	Tumor_45	0.695432518
FMO2	Tumor_45	0.228124769
PVRL4	Tumor_45	3.626586594
FAM75A1	Tumor_45	-0.825216202
C1orf187	Tumor_45	2.004507314
COL1A1	Tumor_45	2.168778014
HBE1	Tumor_45	-1.601159079
TP63	Tumor_45	5.146935976
SFTPC	Tumor_45	-1.398572959
BBC3	Tumor_45	3.285402219
ALDH3B2	Tumor_45	2.841302254
SPRR3	Tumor_45	3.619187546
S1PR1	Tumor_45	-0.6101092235
KRT17	Tumor_45	2.139499413
ADRB1	Tumor_45	-1.386675276
KRT14	Tumor_45	4.798399726
SPRR2G	Tumor_45	3.473931188
LYPD3	Tumor_45	2.433730546
AKR1C2	Tumor_45	0.222800182
IGSF10	Tumor_45	-1.432227261
PVRL1	Tumor_45	2.421589983
SPRR1B	Tumor_45	3.3595583155
WDR72	Tumor_45	2.700439718
FABP4	Tumor_45	-1.548352358
LOC100132639	Tumor_45	2.413705986
SERPINB3	Tumor_45	4.856120053
FGF11	Tumor_45	2.303746613
KRT13	Tumor_45	2.8984921125
LOC729070	Tumor_45	-0.247756101
TTK	Tumor_45	1.198078964
GJB2	Tumor_45	5.404030843
CLCA2	Tumor_45	4.215601905
PI4KAP1	Tumor_45	-0.926861069
PFN2	Tumor_45	-0.813610275
SFTPH	Tumor_45	0.069863722
EPAS1	Tumor_45	-1.06195136
AGER	Tumor_45	-2.210458231
LOC346085	Tumor_45	0.399938874
SFN	Tumor_45	2.882374316
DSG3	Tumor_45	4.7035713225
AQP4	Tumor_45	0.425664104
KRT15	Tumor_45	2.338970579
MMP12	Tumor_45	4.269092791
CTHRC1	Tumor_45	1.893084796
ADH1B	Tumor_45	-0.692849174
PI3	Tumor_45	3.470077787
CDH5	Tumor_45	-1.031848866
SPRR1A	Tumor_45	2.016235103
AKR1B10	Tumor_45	1.436142232
PTPRZ1	Tumor_45	3.021978369
TENC1	Tumor_45	-1.188381906
MMP10	Tumor_45	0.232660757
ADH1C	Tumor_45	0.661227492
COL3A1	Tumor_45	2.250275377
SCGB1A1	Tumor_45	-1.679973226
FHL1	Tumor_45	-1.146164579
SPP1	Tumor_45	2.1102083
LAD1	Tumor_45	2.81240815
CLDN18	Tumor_45	-2.494977505
CDCA5	Tumor_45	0.508137162
KRT16	Tumor_45	4.524057728
KRT5	Tumor_45	3.91793588
PERP	Tumor_45	3.749549657
NTS	Tumor_45	3.734355187
HPGD	Tumor_45	-0.173727865
MFAP4	Tumor_45	-1.209563197
SLC2A1	Tumor_46	1.62590199933333
NBPF14	Tumor_46	3.806734475
SPRR2C	Tumor_46	2.828690336
TSHZ2	Tumor_46	0.275025562
ALDH3A1	Tumor_46	-0.880093664
PEBP4	Tumor_46	-0.580343409
AKR1C3	Tumor_46	-2.159739163
FMO2	Tumor_46	0.947822319
PVRL4	Tumor_46	2.655792437
FAM75A1	Tumor_46	0.874306331
C1orf187	Tumor_46	0.837678498
COL1A1	Tumor_46	1.719129925
HBE1	Tumor_46	0.338258541
TP63	Tumor_46	4.830551772
SFTPC	Tumor_46	1.214572505
BBC3	Tumor_46	0.949373927
ALDH3B2	Tumor_46	2.409139091
SPRR3	Tumor_46	2.826783029
S1PR1	Tumor_46	1.317096742
KRT17	Tumor_46	0.963262725
ADRB1	Tumor_46	0.762124547
KRT14	Tumor_46	1.4818252
SPRR2G	Tumor_46	2.848145876
LYPD3	Tumor_46	1.679520152
AKR1C2	Tumor_46	-1.78942442866667
IGSF10	Tumor_46	2.580524514
PVRL1	Tumor_46	1.222763189
SPRR1B	Tumor_46	1.2982608835
WDR72	Tumor_46	1.630149917
FABP4	Tumor_46	1.71235368
LOC100132639	Tumor_46	0.921051881
SERPINB3	Tumor_46	0.561115759
FGF11	Tumor_46	0.087575839
KRT13	Tumor_46	2.602518731
LOC729070	Tumor_46	2.053873825
TTK	Tumor_46	0.175295532
GJB2	Tumor_46	2.718929191
CLCA2	Tumor_46	1.482121778
PI4KAP1	Tumor_46	1.301475205
PFN2	Tumor_46	-0.508936415
SFTPH	Tumor_46	2.24002924
EPAS1	Tumor_46	0.209104932
AGER	Tumor_46	0.779315169
LOC346085	Tumor_46	-0.233519725
SFN	Tumor_46	1.606038768
DSG3	Tumor_46	1.708592983
AQP4	Tumor_46	3.3574955495
KRT15	Tumor_46	1.411690177
MMP12	Tumor_46	1.910789295
CTHRC1	Tumor_46	0.489719767
ADH1B	Tumor_46	2.236353641
PI3	Tumor_46	-0.433962498
CDH5	Tumor_46	0.96096597
SPRR1A	Tumor_46	1.214247332
AKR1B10	Tumor_46	-1.232451317
PTPRZ1	Tumor_46	0.948341946
TENC1	Tumor_46	0.281670123
MMP10	Tumor_46	2.050040682
ADH1C	Tumor_46	2.024085619
COL3A1	Tumor_46	1.550243139
SCGB1A1	Tumor_46	-0.935103878
FHL1	Tumor_46	1.038933205
SPP1	Tumor_46	0.215892516
LAD1	Tumor_46	2.144458379
CLDN18	Tumor_46	1.042836198
CDCA5	Tumor_46	0.313062446
KRT16	Tumor_46	1.412074401
KRT5	Tumor_46	2.80302807
PERP	Tumor_46	2.188567234
NTS	Tumor_46	1.779358154
HPGD	Tumor_46	1.056255076
MFAP4	Tumor_46	0.787740161
SLC2A1	Tumor_47	3.240629703
NBPF14	Tumor_47	3.180595871
SPRR2C	Tumor_47	2.566445691
TSHZ2	Tumor_47	-3.002611213
ALDH3A1	Tumor_47	-3.143297411
PEBP4	Tumor_47	-2.16034437
AKR1C3	Tumor_47	-0.202836362
FMO2	Tumor_47	-0.786182585
PVRL4	Tumor_47	2.487994194
FAM75A1	Tumor_47	-0.349131984
C1orf187	Tumor_47	1.78554176
COL1A1	Tumor_47	2.440014165
HBE1	Tumor_47	-2.051743575
TP63	Tumor_47	4.928201102
SFTPC	Tumor_47	-2.779355241
BBC3	Tumor_47	2.039528364
ALDH3B2	Tumor_47	3.11322376
SPRR3	Tumor_47	1.363812176
S1PR1	Tumor_47	-0.6829044285
KRT17	Tumor_47	3.502293339
ADRB1	Tumor_47	-1.148948846
KRT14	Tumor_47	4.710415235
SPRR2G	Tumor_47	2.175721293
LYPD3	Tumor_47	2.915295296
AKR1C2	Tumor_47	-0.247003062
IGSF10	Tumor_47	-1.54092194
PVRL1	Tumor_47	0.955276761
SPRR1B	Tumor_47	2.9088616915
WDR72	Tumor_47	0.442613744
FABP4	Tumor_47	-1.084544401
LOC100132639	Tumor_47	2.486040088
SERPINB3	Tumor_47	1.497014801
FGF11	Tumor_47	2.0363999
KRT13	Tumor_47	-0.0921478425
LOC729070	Tumor_47	-1.384396907
TTK	Tumor_47	-0.518066383
GJB2	Tumor_47	5.545202899
CLCA2	Tumor_47	4.018507129
PI4KAP1	Tumor_47	0.204350131
PFN2	Tumor_47	-0.206043749
SFTPH	Tumor_47	-0.590403218
EPAS1	Tumor_47	-1.517345672
AGER	Tumor_47	-2.006009847
LOC346085	Tumor_47	0.636983925
SFN	Tumor_47	3.037838756
DSG3	Tumor_47	3.849815971
AQP4	Tumor_47	0.980089479
KRT15	Tumor_47	0.524744978
MMP12	Tumor_47	3.750077369
CTHRC1	Tumor_47	1.884260946
ADH1B	Tumor_47	-1.617583193
PI3	Tumor_47	1.612081627
CDH5	Tumor_47	-1.267480311
SPRR1A	Tumor_47	2.354430735
AKR1B10	Tumor_47	-0.399870513
PTPRZ1	Tumor_47	2.4982773
TENC1	Tumor_47	-1.218640286
MMP10	Tumor_47	3.063139589
ADH1C	Tumor_47	-0.904732487
COL3A1	Tumor_47	1.833523116
SCGB1A1	Tumor_47	-2.687632543
FHL1	Tumor_47	-0.710321693
SPP1	Tumor_47	1.645081151
LAD1	Tumor_47	2.692106686
CLDN18	Tumor_47	-2.671051477
CDCA5	Tumor_47	0.128181824
KRT16	Tumor_47	2.380562745
KRT5	Tumor_47	4.225198985
PERP	Tumor_47	3.201511685
NTS	Tumor_47	-2.971205409
HPGD	Tumor_47	0.188740623
MFAP4	Tumor_47	-2.210394888
SLC2A1	Tumor_48	2.750920141
NBPF14	Tumor_48	3.476573708
SPRR2C	Tumor_48	4.153731316
TSHZ2	Tumor_48	-2.025928465
ALDH3A1	Tumor_48	1.256013782
PEBP4	Tumor_48	-1.645716532
AKR1C3	Tumor_48	1.353113115
FMO2	Tumor_48	0.768184325
PVRL4	Tumor_48	2.927023424
FAM75A1	Tumor_48	0.426389153
C1orf187	Tumor_48	1.817310392
COL1A1	Tumor_48	1.867506851
HBE1	Tumor_48	-1.326188548
TP63	Tumor_48	5.219813877
SFTPC	Tumor_48	-1.087952361
BBC3	Tumor_48	3.08851017
ALDH3B2	Tumor_48	0.881213848
SPRR3	Tumor_48	4.240644126
S1PR1	Tumor_48	-0.3071523525
KRT17	Tumor_48	3.489965987
ADRB1	Tumor_48	-0.773468928
KRT14	Tumor_48	4.516440406
SPRR2G	Tumor_48	3.476774068
LYPD3	Tumor_48	2.817715434
AKR1C2	Tumor_48	0.606140543
IGSF10	Tumor_48	-0.775293713
PVRL1	Tumor_48	1.650004997
SPRR1B	Tumor_48	3.5504232845
WDR72	Tumor_48	1.862883413
FABP4	Tumor_48	-0.149126333
LOC100132639	Tumor_48	2.731534855
SERPINB3	Tumor_48	4.664900737
FGF11	Tumor_48	0.3857278
KRT13	Tumor_48	3.728057067
LOC729070	Tumor_48	-0.148832334
TTK	Tumor_48	-0.362302443
GJB2	Tumor_48	5.24677658
CLCA2	Tumor_48	2.07565548
PI4KAP1	Tumor_48	-0.967859425
PFN2	Tumor_48	1.04187664
SFTPH	Tumor_48	0.206691106
EPAS1	Tumor_48	-1.367132797
AGER	Tumor_48	-2.025972923
LOC346085	Tumor_48	0.524819144
SFN	Tumor_48	2.321283891
DSG3	Tumor_48	3.428076491
AQP4	Tumor_48	0.441786054
KRT15	Tumor_48	2.443517931
MMP12	Tumor_48	4.833032467
CTHRC1	Tumor_48	1.558900204
ADH1B	Tumor_48	-0.692254265
PI3	Tumor_48	2.843164998
CDH5	Tumor_48	-0.917742318
SPRR1A	Tumor_48	2.335775741
AKR1B10	Tumor_48	1.95169804
PTPRZ1	Tumor_48	2.680835457
TENC1	Tumor_48	-1.0503542
MMP10	Tumor_48	1.101283336
ADH1C	Tumor_48	-0.510598566
COL3A1	Tumor_48	1.79268106
SCGB1A1	Tumor_48	-0.988709987
FHL1	Tumor_48	-0.306655193
SPP1	Tumor_48	3.307924109
LAD1	Tumor_48	1.99201353
CLDN18	Tumor_48	-1.445962072
CDCA5	Tumor_48	-0.627671201
KRT16	Tumor_48	3.802017778
KRT5	Tumor_48	3.618081047
PERP	Tumor_48	3.090166129
NTS	Tumor_48	4.261436558
HPGD	Tumor_48	0.314339938
MFAP4	Tumor_48	-1.629070853
